Real_VV,Imag_VV,Real_VH,Imag_VH,s_moisture,s_roughness
0.0315458551049232,0.39257064461708,-0.122639395296573,0.0455517768859863,0.23491924923614135,2.076178949691444
0.262882113456726,-0.51174384355545,-0.0595677085220813,0.0911035537719726,0.241677979907684,2.076178949691444
0.262882113456726,-0.51174384355545,-0.0595677085220813,0.0911035537719726,0.24390519187358892,2.076178949691444
0.112163797020912,-0.0911330804228782,-0.0210240371525287,0.0876001566648483,0.24492176962503387,2.076178949691444
0.0841227024793624,-0.241852760314941,-0.0455520041286945,-0.164688020944595,0.2408290005777007,2.076178949691444
-0.227846100926399,0.606421172618866,0.0,0.0105126267299056,0.23954445346006717,0.29411764705882365
-0.168252542614936,0.290936708450317,0.105124369263648,-0.0946119353175163,0.23098036683027637,0.29411764705882365
0.122654654085636,0.266335815191268,0.0525494888424873,-0.0245230942964553,0.20149094781682653,0.48642470798654175
-0.31889995932579,0.480102121829986,-0.0315294824540615,-0.210196539759635,0.18116405500479718,0.48642470798654175
-0.017522033303976,0.262830525636673,0.322302460670471,-0.0315295867621898,0.1830656934306568,0.48642470798654175
0.0,-0.0175197683274745,-0.0175141673535108,-0.0245198346674442,0.15637237237237267,0.48
-0.108622930943965,-0.0875991359353065,0.0700569078326225,-0.00350284529849886,0.16298750955901073,0.48
-0.329371660947799,-0.0665751248598098,0.0245198346674442,0.0175141673535108,0.14577695484973635,0.48
0.140158861875534,0.101615168154239,0.0385313630104064,-0.0420342124998569,0.15443002883122625,0.48
-0.0315360054373741,0.318864047527313,0.0,-0.0105086416006088,0.16283858181017416,0.48
0.066575787961483,-0.0946077033877372,-0.0350286848843097,0.0140114743262529,0.13279206134415852,0.48
-0.213696271181106,-0.318792790174484,0.112067110836505,-0.0980587229132652,0.24538964901844157,0.74
-0.301277726888656,-0.0595549009740352,0.0945569351315498,0.0455274134874343,0.2401976038587209,0.74
-0.073568195104599,0.0455422140657901,-0.108565904200077,-0.199621185660362,0.2133517969857017,0.74
-0.0700642317533493,0.241721600294113,0.143585756421089,0.108564838767051,0.24056402601556684,0.74
0.231223702430725,0.0245237257331609,0.0280181150883436,0.0350226424634456,0.18060200668896317,0.5
-0.0350190587341785,0.0350190587341785,-0.168037325143814,0.045510109513998,0.0733944954128439,0.57
0.045524850487709,0.0105057349428534,0.0175039172172546,-0.038508616387844,0.062286978014830144,0.57
0.045524850487709,0.0105057349428534,0.0175039172172546,-0.038508616387844,0.08272125225767615,0.57
0.150582462549209,0.129570946097373,-0.108524471521377,-0.0490110516548156,0.07738539153323129,0.57
0.0980541855096817,-0.133073538541793,0.0455104894936084,0.0945217907428741,0.06655683690280081,0.57
-0.388716101646423,0.325681060552597,0.0945221036672592,0.0630147382616996,0.07269656992084444,0.57
-0.143568724393844,-0.0910435765981674,0.0595093071460723,0.0420065708458423,0.0974903283404424,1.51
0.164578229188919,-0.0980466082692146,0.0245037488639354,-0.175026774406433,0.09645985401459856,1.51
0.35366752743721,-0.0105049759149551,0.136520653963089,-0.360554546117782,0.09181540211903594,1.51
0.129561156034469,-0.12255784869194,0.136520415544509,-0.189028277993202,0.10772699323631879,1.51
-0.329154819250106,-0.164577409625053,-0.0840124189853668,-0.161023810505867,0.09795558170319184,1.51
0.0,0.223725110292434,0.0104835433885455,-0.0489232018589973,0.2502144772117962,1.39
0.286646842956542,0.0699138641357421,0.0209670159965753,0.0209670159965753,0.28073600705156454,1.39
0.153810754418373,0.108366668224334,0.0943517312407493,0.0279560685157775,0.2401917954182206,1.39
0.094384029507637,0.104871146380901,-0.0489232018589973,-0.1048354357481,0.24405468749999987,1.39
0.195759788155555,0.171289816498756,-0.11182465404272,0.0279561635106802,0.26598353909465045,1.39
0.195759788155555,0.171289816498756,-0.11182465404272,0.0279561635106802,0.23952738461538456,1.39
-0.216721251606941,-0.30410885810852,0.0524146743118763,-0.115312285721302,0.16992720920075713,0.21
-0.269154280424118,-0.422956705093383,0.153749972581863,-0.0628977194428443,0.16139078859771253,0.21
-0.216721251606941,-0.30410885810852,0.0524146743118763,-0.115312285721302,0.17750387500775036,0.21
-0.174774914979934,0.0,-0.00349430553615093,-0.048920277506113,0.1802761883802818,0.21
0.101369097828865,-0.0559277795255184,-0.0244600549340248,-0.122300282120704,0.17181171689806973,0.21
-0.370523422956466,-0.349550396203994,-0.0279544927179813,-0.0279544927179813,0.17975229439543772,0.21
-0.118861518800258,-0.0629266873002052,-0.0629051476716995,0.0174736529588699,0.19578094059405923,0.97
-0.0244714468717575,-0.0174796059727668,0.013978898525238,-0.0104841738939285,0.20445741673835557,0.97
0.174795746803283,-0.00349591509439051,0.0663996562361717,-0.0209683123975992,0.17617370007535793,0.97
0.174795746803283,-0.00349591509439051,0.0663996562361717,-0.0209683123975992,0.16557590076786752,0.97
0.0699180588126182,0.167803332209587,-0.00698941340669989,-0.111830614507198,0.2271966842501885,0.97
-0.122356608510017,-0.136340215802192,0.0209682397544384,0.0803782567381858,0.20459580280640752,0.97
0.157310858368873,0.255193173885345,0.0174729973077774,0.0594081953167915,0.1863019946899042,1.01
-0.19226786494255,0.0978818237781524,-0.0454295612871646,0.0174729097634553,0.23326928004099404,1.01
0.311123311519622,-0.22722490131855,-0.0384402684867382,0.10833166539669,0.25055098163394535,1.01
-0.283875286579132,0.276866018772125,0.0350350998342037,-0.0735737085342407,0.22982079622277068,0.48642470798654175
0.136574015021324,0.315170794725418,0.00700152851641178,-0.147032096982002,0.1846044360099632,1.51
0.105057291686534,0.00700381910428404,0.0175038799643516,-0.0350077599287033,0.16121596311770645,1.51
-0.1295697838068,-0.29065653681755,-0.0280060190707445,-0.00700150476768612,0.17200983977129206,1.51
0.122565194964408,0.00350186275318264,0.00700145773589611,0.185538634657859,0.1721545319465082,1.51
0.076910376548767,0.0978859364986419,0.0314527004957199,-0.157263502478599,0.28427393446134064,1.39
0.269187211990356,0.139837518334388,-0.0838741585612297,-0.136295497417449,0.19697834012438334,1.39
0.178292840719223,0.192276582121849,0.0244632959365844,-0.0594108626246452,0.22389045845640193,1.39
0.139837279915809,-0.0873982980847358,0.0,-0.129305765032768,0.2386146411311973,1.39
0.398536264896392,0.0489430502057075,-0.0384422577917575,-0.213179782032966,0.20422637920101466,1.39
0.0,-0.104871697723865,-0.0104836272075772,-0.0104836272075772,0.14294089544089517,0.21
0.13633345067501,-0.23071813583374,-0.0104836449027061,-0.0489236749708652,0.10559214285714276,0.21
0.031461726874113,0.136334151029586,0.00698913214728236,0.0559130571782588,0.09625580125580128,0.21
0.118854999542236,-0.15031661093235,0.0174727700650692,0.0349455401301384,0.10285036153888617,0.21
-0.0349588021636009,0.48592734336853,0.0489257611334323,-0.0174734853208065,0.19765279682975165,0.21
-0.0349588021636009,0.48592734336853,0.0489257611334323,-0.0174734853208065,0.2277664,0.21
-0.104875862598419,0.0279668979346752,0.0803776234388351,-0.00349467922933399,0.24386400000000003,0.21
0.125868454575538,-0.118875756859779,0.0244660954922437,0.104854688048362,0.08431744208309405,0.21
-0.139854565262794,0.0629345551133155,-0.0174758713692426,0.0104855224490165,0.10752604611443184,0.21
-0.139854565262794,0.0629345551133155,-0.0174758713692426,0.0104855224490165,0.07070553935860054,0.21
-0.339128047227859,0.101388797163963,0.0559196434915065,0.0838794633746147,0.21115585672797668,0.97
-0.0489459782838821,-0.0314652733504772,0.0,-0.0419394485652446,0.2781311306143523,0.97
-0.0524403601884841,-0.111872769892215,0.0594121925532817,0.0873708724975586,0.15927868679960025,1.01
-0.0734161362051963,0.0,0.0279585365206003,-0.118823774158954,0.15921156825615432,1.01
-0.22024767100811,0.125855803489685,0.0489272698760032,-0.0209688302129507,0.20804692806421735,1.01
-0.363582849502563,0.342606902122497,0.0244635939598083,-0.0244635939598083,0.21245316159250585,1.01
-0.174798846244812,0.069919541478157,0.0,-0.122317552566528,0.18821300929235144,1.01
0.149921149015426,-0.11244086921215,0.153353586792945,-0.156761437654495,0.21903867497652174,0.9868337400240361
-0.0851826518774032,-0.0374803654849529,0.14653818309307,-0.149946048855781,0.20697247706422017,0.9868337400240361
0.149921149015426,-0.11244086921215,0.153353586792945,-0.156761437654495,0.07630780894617141,0.9868337400240361
-0.0340729877352714,0.0204437933862209,0.122682869434356,0.173800721764564,0.0519951632406289,0.9868337400240361
0.0,-0.204438358545303,0.126090988516807,0.139722451567649,0.047440446021287455,0.9868337400240361
-0.0749610438942909,0.00681464048102498,-0.051118180155754,-0.0340787880122661,0.02621760905857606,0.9868337400240361
0.0954055413603782,-0.207847788929939,-0.0306710917502641,-0.0374868884682655,0.17934583515045788,2.076178949691444
-0.149922370910644,-0.11584910005331,-0.105644427239894,-0.14653904736042,0.0951225237066942,2.076178949691444
0.0954055413603782,-0.207847788929939,-0.0306710917502641,-0.0374868884682655,0.13787273286197377,2.076178949691444
-0.129478678107261,-0.371399372816085,-0.0988288670778274,-0.0170394591987133,0.058914234739390565,2.076178949691444
-0.0204440020024776,0.218069344758987,0.0817894041538238,-0.0204473510384559,0.13460472939546864,2.076178949691444
-0.112441770732402,0.0851831585168838,0.156762704253196,-0.0272630769759416,0.0978384001849499,2.076178949691444
-0.074950523674488,0.00681368354707956,-0.0851850062608718,-0.0034074003342539,0.12709880427942113,1.576668117563483
-0.074950523674488,0.00681368354707956,-0.0851850062608718,-0.0034074003342539,0.10342465753424651,1.576668117563483
-0.10220418125391,0.0885769575834274,-0.132887214422225,0.0238515511155128,0.15464349445263412,1.576668117563483
-0.10220418125391,0.0885769575834274,-0.132887214422225,0.0238515511155128,0.13217272572111294,1.576668117563483
-0.0204407516866922,-0.28617051243782,0.0715543553233146,0.0,0.13928874434389138,1.576668117563483
-0.262322425842285,-0.0374746322631835,0.109034977853298,0.109034977853298,0.15153970826580232,1.576668117563483
-0.337358742952346,0.26920548081398,0.153370007872581,-0.00340822245925664,0.07294768474252136,0.48642470798654175
0.286244988441467,0.228314459323883,0.0511235482990741,-0.00681647332385182,0.12496591838589476,0.48642470798654175
0.177199661731719,0.122676685452461,-0.23857706785201999,0.102247312664985,0.133301526717557,0.48642470798654175
0.0715618506073951,0.129492878913879,-0.0647570416331291,0.0374909192323684,0.08960963066853671,0.48642470798654175
0.0374849364161491,0.00681544281542301,-0.0170413982123136,-0.0306745152920484,0.049201723264064905,0.48642470798654175
-0.044305857270956,-0.00340814283117651,0.0170434974133968,-0.0136347981169819,0.15659439303963538,0.48
-0.204487711191177,0.166998296976089,0.044312909245491,-0.0409042239189147,0.0915576539894308,0.48
0.255608052015304,-0.299913436174392,-0.0136346565559506,0.0545386262238025,0.1693773408239702,0.48
0.14654891192913,0.0511217154562473,-0.115894824266433,-0.0681734234094619,0.14130587204206846,0.48
0.207896709442138,0.0613465718924999,0.0136347990483045,-0.0170434992760419,0.17782249523406052,0.48
-0.160223215818405,-0.623847842216491,-0.0511434227228164,0.105696409940719,0.26663585951940827,0.74
-0.0749971568584442,-0.0409075394272804,0.00681903772056102,0.129561707377433,0.24396077493422616,0.74
0.252266883850097,-0.504533767700195,-0.218212395906448,-0.119334898889064,0.2631379962192817,0.74
0.170441284775733,0.0170441288501024,0.00681876670569181,0.0715970546007156,0.19367656483657317,0.5
0.129583716392517,0.0579716600477695,-0.0648024305701255,0.0,0.04575645756457573,0.7021962580184307
-0.18414682149887,-0.00682025263085961,0.030696140602231,-0.0272854585200548,0.055357458075904906,0.7021962580184307
0.262579709291458,0.18414682149887,0.0,-0.0579815991222858,0.07675804529201444,0.7021962580184307
0.235299199819564,0.190967470407485,-0.0102320685982704,-0.0306962057948112,0.0217759165883257,0.7021962580184307
0.173916444182395,-0.163686066865921,-0.0102320471778512,0.0375175066292285,0.042024013722126864,0.7021962580184307
0.132994651794433,0.0136404763907194,-0.00682135066017508,-0.105730935931205,0.051128,0.7021962580184307
-0.0170482080429792,0.112518176436424,-0.0647937655448913,-0.00682039652019739,0.022563959177967264,0.57
-0.0170482080429792,0.112518176436424,-0.0647937655448913,-0.00682039652019739,0.06821963394342767,0.57
0.0920601338148117,-0.0750119611620903,0.0136407641693949,-0.11935668438673,0.061068702290076195,0.57
0.0818308815360069,-0.286408096551895,-0.160278305411338,0.0545628294348716,0.0363786552122913,0.57
0.535360693931579,0.156857267022132,0.293302744626998,0.0818519294261932,0.027737226277372268,1.51
0.235283941030502,0.150036141276359,0.061388436704874,0.098903588950634,0.02793218454697049,1.51
0.13639847934246,0.303486615419387,-0.0375157035887241,0.122778668999671,0.04567219152854505,1.51
0.1807272285223,-0.00681989546865224,0.129599168896675,-0.0511575639247894,0.03685827117156662,1.51
-0.105760298669338,0.204697340726852,-0.0477708764374256,-0.160373657941818,0.018759894459103046,1.39
0.0784674733877182,0.115995399653911,0.0204732753336429,0.0648320391774177,0.02466044226044205,1.39
0.0750560015439987,0.317282199859619,0.126252114772796,0.116015464067459,0.06642498727365281,1.39
0.0750560015439987,0.317282199859619,0.126252114772796,0.116015464067459,0.0845570488206254,1.39
0.0784710422158241,-0.218354195356369,0.119432896375656,0.0272989477962255,0.02583538561244344,0.21
0.136471658945083,0.0511768721044063,-0.16379402577877,0.0409485064446926,0.021539752464862817,0.21
-0.0341177731752395,0.290001064538955,-0.0511854216456413,-0.0580101422965526,0.0219307719,0.21
0.310470432043075,0.160352870821952,0.0238864310085773,-0.0102370418608188,0.025815381358174676,0.21
-0.385528445243835,-0.12282321602106,0.105782546103,0.0341234020888805,0.02759429238985311,0.21
-0.211529746651649,-0.262706309556961,0.0272988341748714,0.0989582687616348,0.012603661820140104,0.21
-0.300217896699905,0.259279072284698,0.0238850489258766,0.034121498465538,0.23295540438397577,0.21
-0.163755878806114,-0.00682316161692142,0.109189242124557,-0.119425736367702,0.284777156087208,0.21
-0.0170579385012388,-0.344570368528366,-0.0102365128695964,0.0341217070817947,0.21915973008914938,0.21
-0.20128409564495,0.109171032905578,-0.061419203877449,0.0545948483049869,0.1842344802475875,0.21
-0.0272928159683942,-0.00682320399209857,0.133075222373008,0.00341218500398099,0.25361484325015987,0.21
-0.255765050649642,0.00682040117681026,0.0648051872849464,0.0102323982864618,0.010765465935786887,0.21
-0.170510739088058,0.0375123620033264,-0.105735220015048,0.0682162716984748,0.019273599083947865,0.21
0.098896637558937,0.0409227460622787,-0.00341082760132849,-0.0955031737685203,0.04068230612138025,0.21
-0.112537086009979,0.187561810016632,0.0477513894438743,0.00341081339865922,0.01816367769638816,0.21
-0.293277859687805,0.0579735301434993,0.0443404838442802,0.0341080650687217,0.030380074118762382,0.21
0.0136417653411626,-0.0238730907440185,0.0204662438482046,0.126208499073982,0.028808298237404467,0.97
0.0613883286714553,0.313762575387954,0.0511659272015094,-0.0170553103089332,0.01431559681004053,0.97
0.0477465763688087,0.180754899978637,0.00682213809341192,0.0,0.02103323505762536,0.97
-0.177345171570777,-0.187576621770858,0.0170554164797067,-0.0920992493629455,0.034324867990948034,0.97
0.177344426512718,-0.0238732881844043,-0.08527672290802,-0.0648103132843971,0.01971285434995094,0.97
0.204627767205238,-0.0750301778316497,-0.0306995566934347,-0.0955097302794456,0.03604511752642367,0.97
0.160294756293296,0.173936873674392,-0.0375223904848098,0.0443446449935436,0.13061356932153406,1.01
0.160294756293296,0.173936873674392,-0.0375223904848098,0.0443446449935436,0.11067894656720986,1.01
-0.0648004114627838,-0.0920847952365875,-0.0477560684084892,-0.0443449206650257,0.15379009197001314,1.01
-0.0818534940481185,-0.146654173731803,0.071634404361248,0.105746023356914,0.10380671224362967,1.01
-0.0818534940481185,-0.146654173731803,0.071634404361248,0.105746023356914,0.14193486344403106,1.01
-0.201224014163017,0.040926918387413,0.0784570574760437,-0.0307005867362022,0.08624468164514437,1.01
0.403110474348068,-0.340014904737472,0.0490586310625076,0.10512563586235,0.24154391871580608,0.9868337400240361
0.340015470981597,-0.42063769698143,0.0665796771645546,0.0,0.23216197346986267,0.9868337400240361
0.403110474348068,-0.340014904737472,0.0490586310625076,0.10512563586235,0.22822744651427634,0.9868337400240361
-0.427646905183792,0.308466643095016,0.0665794610977172,-0.0455543659627437,0.26137317441665286,0.9868337400240361
-0.392595827579498,0.0666010752320289,0.0735881924629211,0.0,0.22685009487666058,0.9868337400240361
-0.361046761274337,0.354036152362823,0.00700837559998035,-0.0105125633999705,0.2537348194975879,0.9868337400240361
-0.150734826922416,0.0525819174945354,0.154191225767135,0.154191225767135,0.0748321195497966,2.076178949691444
0.0,-0.101658537983894,0.0245304629206657,0.0525652766227722,0.16488355167394456,2.076178949691444
0.0,-0.101658537983894,0.0245304629206657,0.0525652766227722,0.06256754238867154,2.076178949691444
0.0736150443553924,-0.178779393434524,0.00700872717425227,0.122652724385261,0.07493036211699178,2.076178949691444
-0.0385601967573165,0.0315492525696754,-0.0665827915072441,0.0280348602682352,0.07275284753670919,2.076178949691444
-0.403128683567047,0.192800670862197,-0.0525652766227722,-0.0806000903248786,0.11780256092523761,2.076178949691444
-0.0525872968137264,0.396157652139663,-0.0595799088478088,0.0455611050128936,0.09914258709154737,1.576668117563483
-0.0701166242361068,0.0140233254060149,0.0350471213459968,0.294395834207534,0.10030796965372206,1.576668117563483
0.319032728672027,0.164775148034095,-0.0455615669488906,0.0,0.10041857683874834,1.576668117563483
-0.129717022180557,-0.0806349068880081,0.0315427295863628,0.0735997036099433,0.08866805682262463,1.576668117563483
-0.332957625389099,-0.189260125160217,0.024525886401534,0.220732986927032,0.052627524820267065,0.48642470798654175
-0.189259484410285,0.143697023391723,-0.0700737312436103,0.161169573664665,0.11226508407517305,0.48642470798654175
-0.0420575216412544,0.196268439292907,0.108613915741443,0.122628614306449,0.040333096636756875,0.48642470798654175
-0.25234431028366,0.213791698217391,0.147153839468956,-0.19970878958702,0.08397046564249132,0.48642470798654175
0.308418750762939,-0.592304229736328,-0.508027732372283,-0.0105109186843037,0.15657161321593027,0.48642470798654175
-0.0385474823415279,-0.066582016646862,-0.052547913044691,0.0105095822364091,0.19278815650334863,0.48
-0.0070086563937366,0.136668801307678,-0.0945865586400032,-0.00700641190633177,0.13758134490238613,0.48
0.0665822401642799,-0.105129852890968,-0.0350320599973201,0.0455416776239872,0.10393937720848058,0.48
0.259265333414077,0.448458969593048,-0.168118223547935,-0.147103443741798,0.22537987157479797,0.74
-0.1997040361166,-0.185689717531204,0.17862531542778,0.266186743974685,0.20555853920515577,0.74
-0.0525268428027629,0.189096629619598,0.0140026248991489,-0.00350065622478723,0.05637385804638077,0.7021962580184307
0.252128005027771,-0.231117323040962,-0.0945173949003219,-0.381570249795913,0.06255425115617219,0.7021962580184307
-0.350226074457168,-0.0070045213215053,0.0,0.0350112654268741,0.06772127647928186,0.57
-0.255665451288223,0.0665430650115013,0.00700226472690701,0.178557753562927,0.07952598699040374,0.57
-0.560364484786987,-0.322209566831588,-0.0350114405155181,-0.182059481739997,0.05700938477580835,0.57
-0.206635430455207,0.0315206572413444,0.150549948215484,-0.0210069697350263,0.07712703473737209,0.57
-0.455299884080886,-0.493825286626815,-0.0385129079222679,0.143548101186752,0.06858874299880628,0.57
-0.0315208658576011,0.189125195145607,0.035011850297451,-0.0980331823229789,0.07737963305011687,0.57
-0.0420246347784996,-0.231135502457618,-0.0315082855522632,-0.147038668394088,0.026538311434890115,1.51
-0.0420248508453369,0.350207090377807,-0.0875234603881836,-0.0420112609863281,0.039770780409995966,1.51
-0.0700408294796943,0.115567363798618,0.0910236313939094,0.0210054535418748,0.024171790401027727,1.51
0.0805464014410972,0.325687617063522,0.0455115102231502,-0.0175044275820255,0.050714363616533975,1.51
0.0,0.318683594465255,0.0490123964846134,0.0315079689025878,0.07305206252203539,1.51
-0.0490283258259296,-0.108562722802162,0.0455115847289562,0.0630160421133041,0.07009204005259421,1.51
-0.108378320932388,-0.0769136473536491,-0.111836664378643,-0.0104846870526671,0.21349516416390946,1.39
-0.171307668089866,-0.069921500980854,-0.0209693741053342,-0.0244642700999975,0.12747409063198567,1.39
-0.0699217393994331,-0.0559373870491981,0.0733930617570877,-0.0174745377153158,0.0787544204322202,1.39
-0.139843463897705,-0.0978904291987419,-0.0384439826011657,-0.0594134293496608,0.08534510150044122,1.39
-0.139843463897705,-0.0978904291987419,-0.0384439826011657,-0.0594134293496608,0.057287671232876904,1.39
-0.0594333745539188,0.0699216127395629,-0.0873725414276123,0.0594133287668228,0.10101861535243671,1.39
0.0384546034038066,-0.447471767663955,0.0279575455933809,-0.129303649067878,0.013572549579112778,0.21
-0.171297207474708,0.188776522874832,0.0629042610526084,0.0,0.014115651886168042,0.21
0.0384546034038066,-0.213248267769813,0.0139787727966904,-0.03494693338871,0.013833218297044689,0.21
0.0489424727857112,-0.132843852043151,0.0209682676941156,0.0559153780341148,0.02748728893352588,0.21
0.101381003856658,-0.0594302453100681,0.0873679295182228,0.104841515421867,0.016576058546785143,0.21
0.132843628525733,-0.195769548416137,0.0,0.0559152849018573,0.014649615137908667,0.21
